"","sampleId","siteId","sampleDate","yr","ecoName","ecoCode","elev_band","band_code","richness","tot_dens","insect_dens","insect_richness","noninsect_dens","noninsect_richness"
"61",169807,10141,2019-07-29,2019,"Colorado Plateaus","20","1400-1800 m",2,19,4625.54685203438,4469.92097663883,17,155.625875395549,2
"62",157949,347,2015-08-12,2015,"Wasatch and Uinta Mountains","19","2200-2600 m",4,18,7052.19696587257,6746.24481984773,15,305.95214602484,3
"63",124908,3617,2003-06-17,2003,"Wasatch and Uinta Mountains","19","2200-2600 m",4,21,2880,2706.66666666667,18,173.333333333333,3
"64",170187,26465,2019-06-25,2019,"Colorado Plateaus","20","<1400 m",1,12,1708.10810810811,1686.48648648649,10,21.6216216216216,2
"65",171646,11180,2019-08-26,2019,"Wasatch and Uinta Mountains","19","1800-2200 m",3,15,4807.06389009281,4746.86809898252,14,60.1957911102856,1
"66",141873,8625,2009-03-21,2009,"Colorado Plateaus","20","<1400 m",1,10,610.810810810811,583.783783783784,9,27.027027027027,1
"67",119131,10084,2002-07-09,2002,"Colorado Plateaus","20","1400-1800 m",2,16,555.10752688172,555.10752688172,16,0,0
"68",170229,26467,2019-09-29,2019,"Colorado Plateaus","20","1400-1800 m",2,17,431.081081081081,385.135135135135,15,45.9459459459459,2
"69",148975,9734,2012-08-30,2012,"Colorado Plateaus","20","1400-1800 m",2,17,3452.25225225225,3394.59459459459,16,57.6576576576577,1
"70",141896,8626,2009-10-17,2009,"Colorado Plateaus","20","<1400 m",1,15,1370.27027027027,1254.05405405405,11,116.216216216216,4
"71",146980,8626,2010-06-30,2010,"Colorado Plateaus","20","<1400 m",1,12,5870.27027027027,5772.97297297297,11,97.2972972972973,1
"72",149266,10135,2012-08-08,2012,"Colorado Plateaus","20","1400-1800 m",2,15,2179.45945945946,2166.48648648649,13,12.972972972973,2
"73",168146,10093,2017-09-09,2017,"Colorado Plateaus","20","<1400 m",1,17,6698.9247311828,6698.9247311828,17,0,0
"74",171640,5928,2019-08-29,2019,"Wasatch and Uinta Mountains","19","2200-2600 m",4,19,1068.10035842294,1032.25806451613,17,35.84229390681,2
"75",170179,12070,2019-06-22,2019,"Colorado Plateaus","20","1400-1800 m",2,7,2079.27927927928,2043.24324324324,6,36.036036036036,1
"76",171156,3291,2019-07-02,2019,"Colorado Plateaus","20","1400-1800 m",2,17,1513.51351351351,1481.08108108108,16,32.4324324324324,1
"77",149903,21668,2010-09-11,2010,"Wasatch and Uinta Mountains","19","1800-2200 m",3,29,13763.4408602151,13333.3333333333,25,430.10752688172,4
"78",138566,29979,2004-09-22,2004,"Colorado Plateaus","20","<1400 m",1,35,9771.81881204183,8518.07602106288,31,1253.74279097895,4
"79",124363,3097,2002-06-11,2002,"Wasatch and Uinta Mountains","19","1400-1800 m",2,16,14279.5698924731,14107.5268817204,15,172.043010752688,1
"80",146979,8625,2010-06-30,2010,"Colorado Plateaus","20","<1400 m",1,11,5297.2972972973,5264.86486486487,10,32.4324324324324,1
"81",141888,8627,2009-06-17,2009,"Colorado Plateaus","20","<1400 m",1,14,3079.87987987988,2878.07807807808,12,201.801801801802,2
"82",170224,19997,2019-09-28,2019,"Colorado Plateaus","20","<1400 m",1,17,3686.48648648649,3535.13513513514,14,151.351351351351,3
"83",141869,8623,2009-03-20,2009,"Colorado Plateaus","20","<1400 m",1,16,810.810810810811,713.513513513513,15,97.2972972972973,1
"84",124362,3092,2002-06-10,2002,"Colorado Plateaus","20","1800-2200 m",3,14,5279.56989247312,5279.56989247312,14,0,0
"85",148293,5518,2011-07-31,2011,"Wasatch and Uinta Mountains","19","1800-2200 m",3,19,2680.22340959001,2576.47282599298,17,103.750583597033,2
"86",141877,8627,2009-03-21,2009,"Colorado Plateaus","20","<1400 m",1,13,1516.21621621622,1454.05405405405,11,62.1621621621622,2
"87",134961,10100,2008-08-19,2008,"Colorado Plateaus","20","<1400 m",1,18,586.021505376344,580.645161290323,16,5.37634408602151,2
"88",168143,10082,2017-09-07,2017,"Colorado Plateaus","20","1400-1800 m",2,15,5892.47311827957,5849.4623655914,14,43.010752688172,1
"89",169025,6851,2018-09-18,2018,"Colorado Plateaus","20","<1400 m",1,23,1192.20430107527,1095.43010752688,21,96.7741935483871,2
"90",170189,26467,2019-06-20,2019,"Colorado Plateaus","20","1400-1800 m",2,19,466.216216216216,395.945945945946,17,70.2702702702703,2
"91",143886,19997,2010-10-15,2010,"Colorado Plateaus","20","<1400 m",1,12,691.891891891892,675.675675675676,11,16.2162162162162,1
"92",130505,10135,2007-05-10,2007,"Colorado Plateaus","20","1400-1800 m",2,25,622.311827956989,615.591397849462,23,6.72043010752688,2
"93",170203,8623,2019-08-05,2019,"Colorado Plateaus","20","<1400 m",1,19,2891.89189189189,2762.16216216216,16,129.72972972973,3
"94",146953,10139,2011-08-05,2011,"Colorado Plateaus","20","1400-1800 m",2,13,1143.78378378378,1143.78378378378,13,0,0
"95",128521,10089,2006-08-10,2006,"Colorado Plateaus","20","<1400 m",1,16,505.376344086022,505.376344086022,16,0,0
"96",153928,3113,2014-07-23,2014,"Colorado Plateaus","20","1800-2200 m",3,31,518.918918918919,490.540540540541,25,28.3783783783784,6
"97",114017,23762,2000-08-09,2000,"Wasatch and Uinta Mountains","19",">2600 m",5,21,591.397849462366,591.397849462366,21,0,0
"98",146252,2988,2010-07-28,2010,"Colorado Plateaus","20","1800-2200 m",3,19,5728.3456998962,5680.28910845412,17,48.0565914420822,2
"99",176876,3631,2020-06-07,2020,"Wasatch and Uinta Mountains","19","2200-2600 m",4,25,6194.5945945946,5956.75675675676,21,237.837837837838,4
"100",127700,3066,2005-10-11,2005,"Colorado Plateaus","20","1800-2200 m",3,7,7626.66666666667,7626.66666666667,7,0,0
"101",171162,3304,2019-10-24,2019,"Colorado Plateaus","20","1400-1800 m",2,17,528.378378378378,502.702702702703,16,25.6756756756757,1
"102",124383,3065,2002-06-19,2002,"Colorado Plateaus","20","2200-2600 m",4,14,8602.15053763441,8602.15053763441,14,0,0
"103",168147,10096,2017-09-10,2017,"Colorado Plateaus","20","<1400 m",1,19,4559.13978494624,4516.12903225806,18,43.010752688172,1
"104",119139,10092,2002-07-10,2002,"Colorado Plateaus","20","<1400 m",1,16,853.046594982079,850.657108721625,15,2.389486260454,1
"105",141902,8628,2009-06-17,2009,"Colorado Plateaus","20","<1400 m",1,12,5610.81081081081,5459.45945945946,11,151.351351351351,1
"106",124364,3092,2002-09-11,2002,"Colorado Plateaus","20","1800-2200 m",3,22,17101.0752688172,15827.9569892473,20,1273.11827956989,2
"107",170199,19998,2019-08-05,2019,"Colorado Plateaus","20","<1400 m",1,24,4955.9154036766,4855.06828790411,23,100.847115772489,1
"108",141887,8626,2009-06-17,2009,"Colorado Plateaus","20","<1400 m",1,13,1872.76507276507,1819.54261954262,10,53.2224532224532,3
"109",170206,26466,2019-08-05,2019,"Colorado Plateaus","20","1400-1800 m",2,12,2277.47747747748,2255.85585585586,11,21.6216216216216,1
"110",119084,10337,2002-09-22,2002,"Colorado Plateaus","20","1400-1800 m",2,22,514.767932489451,468.354430379747,19,46.4135021097046,3
"111",170177,8623,2019-06-23,2019,"Colorado Plateaus","20","<1400 m",1,11,1075.67567567568,1032.43243243243,9,43.2432432432432,2
"112",170227,26465,2019-09-29,2019,"Colorado Plateaus","20","<1400 m",1,13,936.486486486486,922.972972972973,11,13.5135135135135,2
"113",171645,11173,2019-08-27,2019,"Colorado Plateaus","20","1400-1800 m",2,17,4731.18279569892,4483.87096774194,15,247.311827956989,2
"114",140234,2828,2007-10-11,2007,"Wyoming Basin","18","1800-2200 m",3,23,2054.05405405405,1832.43243243243,18,221.621621621622,5
"115",169030,12199,2018-05-09,2018,"Colorado Plateaus","20","<1400 m",1,29,4939.06810035842,4408.60215053763,28,530.465949820789,1
"116",146977,8623,2010-06-30,2010,"Colorado Plateaus","20","<1400 m",1,9,893.243243243243,885.135135135135,8,8.10810810810811,1
"117",170226,26464,2019-09-28,2019,"Colorado Plateaus","20","<1400 m",1,17,706.756756756757,695.945945945946,15,10.8108108108108,2
"118",170231,26468,2019-09-29,2019,"Colorado Plateaus","20","1400-1800 m",2,13,591.891891891892,585.135135135135,11,6.75675675675676,2
"119",171659,20853,2019-10-09,2019,"Central Basin and Range","13","1400-1800 m",2,17,6096.77419354839,5688.17204301075,14,408.602150537634,3
"120",118407,10204,2002-05-17,2002,"Colorado Plateaus","20","<1400 m",1,2,2002.03356918149,2002.03356918149,2,0,0
"121",118490,3270,2001-10-17,2001,"Colorado Plateaus","20","<1400 m",1,10,1898.20788530466,1898.20788530466,10,0,0
"122",128526,10096,2006-08-11,2006,"Colorado Plateaus","20","<1400 m",1,16,576.612903225806,576.612903225806,16,0,0
"123",141871,8624,2009-03-21,2009,"Colorado Plateaus","20","<1400 m",1,10,898.128898128898,868.191268191268,9,29.9376299376299,1
"124",141643,3266,2008-11-05,2008,"Central Basin and Range","13","<1400 m",1,19,646.985446985447,475.675675675676,17,171.309771309771,2
"125",134963,10099,2008-08-20,2008,"Colorado Plateaus","20","<1400 m",1,21,1395.16129032258,1373.65591397849,20,21.505376344086,1
"126",149858,2866,2012-06-26,2012,"Wasatch and Uinta Mountains","19","1400-1800 m",2,26,7178.37837837838,7037.83783783784,22,140.540540540541,4
"127",167658,13889,2015-08-11,2015,"Wasatch and Uinta Mountains","19",">2600 m",5,26,5608.77757911963,4073.89471219942,22,1534.8828669202,4
"128",158380,26408,2016-09-09,2016,"Colorado Plateaus","20","1400-1800 m",2,20,404.569892473118,397.849462365591,19,6.72043010752688,1
"129",119300,4540,2002-06-20,2002,"Wasatch and Uinta Mountains","19","1800-2200 m",3,16,60440.8464472072,60440.8464472072,16,0,0
"130",123890,9229,2003-08-11,2003,"Wasatch and Uinta Mountains","19",">2600 m",5,27,1427.41935483871,1427.41935483871,27,0,0
"131",164318,34055,2017-08-01,2017,"Colorado Plateaus","20","<1400 m",1,11,1084.229390681,1037.63440860215,10,46.594982078853,1
"132",147326,3631,2011-08-11,2011,"Wasatch and Uinta Mountains","19","2200-2600 m",4,25,10162.1621621622,8908.10810810811,21,1254.05405405405,4
"133",151489,2902,2013-06-04,2013,"Wasatch and Uinta Mountains","19","1800-2200 m",3,26,5867.38475221108,5768.56564059489,23,98.8191116161866,3
"134",127347,3044,2004-10-07,2004,"Colorado Plateaus","20","1800-2200 m",3,18,5946.66666666667,5786.66666666667,16,160,2
"135",170208,30927,2019-08-05,2019,"Colorado Plateaus","20","1400-1800 m",2,10,835.135135135135,829.72972972973,9,5.40540540540541,1
"136",124769,21668,2003-07-02,2003,"Wasatch and Uinta Mountains","19","1800-2200 m",3,14,1218.63799283154,1218.63799283154,14,0,0
"137",124382,3019,2002-06-18,2002,"Wasatch and Uinta Mountains","19","2200-2600 m",4,14,13161.2903225806,12086.0215053763,12,1075.2688172043,2
"138",156375,22493,2014-06-28,2014,"Wasatch and Uinta Mountains","19","2200-2600 m",4,16,8166.93774440253,1851.40325985396,13,6315.53448454857,3
"139",114885,11944,1999-08-24,1999,"Central Basin and Range","13","1400-1800 m",2,16,3078.2055400052,3078.2055400052,16,0,0
"140",140254,3225,2007-10-10,2007,"Wasatch and Uinta Mountains","19","1800-2200 m",3,21,2416.81681681682,2162.16216216216,18,254.654654654655,3
"141",148311,9723,2011-08-20,2011,"Colorado Plateaus","20","1800-2200 m",3,9,783.783783783784,783.783783783784,9,0,0
"142",120520,10122,2003-08-22,2003,"Colorado Plateaus","20","1400-1800 m",2,15,475.806451612903,475.806451612903,15,0,0
"143",141883,8624,2009-06-17,2009,"Colorado Plateaus","20","<1400 m",1,10,4598.1981981982,4374.77477477477,8,223.423423423423,2
"144",170204,8625,2019-08-05,2019,"Colorado Plateaus","20","<1400 m",1,18,1978.37837837838,1873.87387387387,16,104.504504504504,2
"145",149267,10136,2012-08-08,2012,"Colorado Plateaus","20","1400-1800 m",2,23,2724.32432432432,2673.87387387387,21,50.4504504504505,2
"146",133206,30087,2002-10-01,2002,"Wasatch and Uinta Mountains","19","1400-1800 m",2,20,3344.08602150538,3247.31182795699,17,96.7741935483871,3
"147",164365,21813,2017-06-26,2017,"Northern Basin and Range","80","1800-2200 m",3,22,2430.10752688172,2395.69892473118,19,34.4086021505376,3
"148",129949,3363,2006-09-21,2006,"Colorado Plateaus","20","<1400 m",1,15,3420,3420,15,0,0
"149",141875,8626,2009-03-21,2009,"Colorado Plateaus","20","<1400 m",1,11,1040,1007.56756756757,10,32.4324324324324,1
"150",119137,10090,2002-07-10,2002,"Colorado Plateaus","20","<1400 m",1,14,2940.99436567395,2605.61781520236,13,335.376550471591,1
"151",113991,23743,2000-07-12,2000,"Central Basin and Range","13","<1400 m",1,21,993.523234609822,993.523234609822,21,0,0
"152",170238,8625,2019-10-09,2019,"Colorado Plateaus","20","<1400 m",1,14,1635.13513513514,1583.78378378378,12,51.3513513513514,2
"153",146269,3274,2010-09-14,2010,"Colorado Plateaus","20","<1400 m",1,9,1526.08848261022,1500.65367456672,8,25.4348080435037,1
"154",129973,3050,2006-10-05,2006,"Colorado Plateaus","20","1800-2200 m",3,11,3240,3226.66666666667,11,13.3333333333333,0
"155",124741,9443,2003-08-05,2003,"Wasatch and Uinta Mountains","19","1800-2200 m",3,17,1157.70609318996,1157.70609318996,17,0,0
"156",171661,20983,2019-09-24,2019,"Colorado Plateaus","20","1400-1800 m",2,21,1302.72952853598,1244.83043837883,19,57.8990901571547,2
"157",120184,3270,2002-10-09,2002,"Colorado Plateaus","20","<1400 m",1,12,1883.33333333333,1876.66666666667,11,6.66666666666667,1
"158",170228,26466,2019-09-29,2019,"Colorado Plateaus","20","1400-1800 m",2,18,739.189189189189,655.405405405405,14,83.7837837837838,4
"159",114391,9263,2000-09-15,2000,"Colorado Plateaus","20","1400-1800 m",2,9,1626.66666666667,1626.66666666667,9,0,0
"160",178432,31153,2021-09-09,2021,"Colorado Plateaus","20","1400-1800 m",2,7,666.666666666667,646.815550041356,5,19.8511166253102,2
"161",127635,3259,2005-10-08,2005,"Mojave Basin and Range","14","<1400 m",1,12,8124.44444444445,8124.44444444445,12,0,0
"162",164691,12203,2017-09-21,2017,"Colorado Plateaus","20","1400-1800 m",2,16,422.043010752688,418.010752688172,15,4.03225806451613,1
"163",171647,11181,2019-08-28,2019,"Wasatch and Uinta Mountains","19","1800-2200 m",3,11,2159.13978494624,2146.23655913978,10,12.9032258064516,1
"164",149270,10141,2012-08-08,2012,"Colorado Plateaus","20","1400-1800 m",2,16,5135.13513513513,5124.32432432432,15,10.8108108108108,1
"165",153878,3113,2014-07-23,2014,"Colorado Plateaus","20","1800-2200 m",3,29,3259.49750134011,3060.64221611247,24,198.855285227646,5
"166",144320,10135,2010-07-28,2010,"Colorado Plateaus","20","1400-1800 m",2,12,920.720720720721,908.108108108108,9,12.6126126126126,3
"167",146982,8628,2010-06-30,2010,"Colorado Plateaus","20","<1400 m",1,9,5447.40352784228,5447.40352784228,9,0,0
"168",120177,3025,2002-10-28,2002,"Colorado Plateaus","20","1400-1800 m",2,9,2720,2720,9,0,0
"169",134442,10081,2007-08-14,2007,"Colorado Plateaus","20","1400-1800 m",2,19,856.906534325889,832.092638544251,17,24.8138957816377,2
"170",131915,29988,2000-08-14,2000,"Colorado Plateaus","20","1800-2200 m",3,32,4301.07526881721,4229.39068100359,29,71.6845878136201,3
"171",141541,10139,2009-07-25,2009,"Colorado Plateaus","20","1400-1800 m",2,18,455.405405405405,455.405405405405,18,0,0
"172",117032,10337,2001-09-21,2001,"Colorado Plateaus","20","1400-1800 m",2,22,611.559139784946,608.870967741935,21,2.68817204301075,1
"173",115127,3270,2000-10-11,2000,"Colorado Plateaus","20","<1400 m",1,12,2384,2384,12,0,0
"174",124743,9443,2003-08-05,2003,"Wasatch and Uinta Mountains","19","1800-2200 m",3,19,2351.25448028674,2351.25448028674,19,0,0
"175",164342,26417,2017-08-22,2017,"Colorado Plateaus","20","1400-1800 m",2,14,1655.91397849462,1639.78494623656,13,16.1290322580645,1
"176",144323,10141,2010-07-29,2010,"Colorado Plateaus","20","1400-1800 m",2,18,1843.24324324324,1824.32432432432,17,18.9189189189189,1
"177",141894,8625,2009-10-16,2009,"Colorado Plateaus","20","<1400 m",1,12,2805.40540540541,2616.21621621622,10,189.189189189189,2
"178",134957,10087,2008-08-18,2008,"Colorado Plateaus","20","<1400 m",1,18,553.763440860215,552.41935483871,18,1.34408602150538,0
"179",124771,21669,2003-07-02,2003,"Wasatch and Uinta Mountains","19","1800-2200 m",3,17,2211.46953405018,2211.46953405018,17,0,0
"180",169026,8029,2018-09-25,2018,"Colorado Plateaus","20","<1400 m",1,28,627.688172043011,608.870967741935,27,18.8172043010753,1
"181",169806,10123,2019-07-29,2019,"Colorado Plateaus","20","1400-1800 m",2,19,2095.57383470427,1950.64629847239,18,144.927536231884,1
"182",151476,2970,2013-07-12,2013,"Wasatch and Uinta Mountains","19","1800-2200 m",3,25,6511.84233273786,5906.75963810292,21,605.082694634934,4
"183",173515,11172,2020-08-31,2020,"Colorado Plateaus","20","1800-2200 m",3,25,1354.83870967742,1233.87096774194,22,120.967741935484,3
"184",127349,3270,2004-09-23,2004,"Colorado Plateaus","20","<1400 m",1,10,3340,3340,10,0,0
"185",111645,12559,1999-07-23,1999,"Wasatch and Uinta Mountains","19","2200-2600 m",4,20,4838.70967741936,4827.95698924731,19,10.752688172043,1
"186",141900,8628,2009-10-17,2009,"Colorado Plateaus","20","<1400 m",1,13,1581.08108108108,1443.24324324324,11,137.837837837838,2
"187",113990,23742,2000-07-11,2000,"Wasatch and Uinta Mountains","19",">2600 m",5,15,3834.99475598161,3834.99475598161,15,0,0
"188",169808,10139,2019-07-29,2019,"Colorado Plateaus","20","1400-1800 m",2,20,2556.75675675676,2421.62162162162,19,135.135135135135,1
"189",153912,3117,2014-10-08,2014,"Colorado Plateaus","20","1400-1800 m",2,12,905.979879010505,879.212291676104,10,26.7675873344013,2
"190",168144,10083,2017-09-07,2017,"Colorado Plateaus","20","1400-1800 m",2,13,10623.6559139785,10609.3189964158,13,14.336917562724,0
"191",170223,19998,2019-09-28,2019,"Colorado Plateaus","20","<1400 m",1,17,3005.40540540541,2962.16216216216,16,43.2432432432432,1
"192",171665,12240,2019-11-05,2019,"Colorado Plateaus","20","<1400 m",1,13,7907.2294669412,7564.05856783345,12,343.170899107756,1
"193",170205,26465,2019-08-05,2019,"Colorado Plateaus","20","<1400 m",1,14,2037.83783783784,1972.97297297297,12,64.8648648648649,2
"194",124004,9176,2003-08-19,2003,"Wasatch and Uinta Mountains","19",">2600 m",5,25,3010.75268817204,3010.75268817204,25,0,0
"195",147340,3212,2011-09-16,2011,"Wasatch and Uinta Mountains","19","1400-1800 m",2,13,3600,3600,13,0,0
"196",141890,8623,2009-10-16,2009,"Colorado Plateaus","20","<1400 m",1,13,713.513513513514,644.594594594595,10,68.9189189189189,3
"197",129952,3225,2006-10-25,2006,"Wasatch and Uinta Mountains","19","1800-2200 m",3,13,30346.6666666667,30293.3333333333,12,53.3333333333333,1
"198",126227,3093,2004-08-09,2004,"Wasatch and Uinta Mountains","19","2200-2600 m",4,13,19334.9687812856,19334.9687812856,13,0,0
