"","sampleId","richness","tot_dens","sampleDate"
"75",104819,9,8158.47299532868,1994-03-10
"76",104820,8,8436.5401250395,1994-03-10
"77",104821,13,4910.33195382493,1994-03-10
"78",105561,6,559.941520467836,1996-05-09
"79",105745,10,657.894736842105,1997-02-05
"80",105798,7,29247.311827957,1996-04-17
"81",105845,30,1111.11111111111,1996-04-04
"82",105847,29,1911.5890083632,1996-07-11
"83",105860,19,25935.4838709677,1995-08-31
"84",105871,22,8716.8458781362,1995-09-22
"85",105878,13,5195.69892473118,1996-02-21
"86",105892,16,3163.6798088411,1996-08-21
"87",105906,5,597.953216374269,1997-04-09
"88",105907,9,554.093567251462,1997-04-09
"89",105941,17,2620.07168458781,1996-08-26
"90",105943,14,4587.81362007168,1997-03-24
"91",105946,26,6107.52688172043,1996-09-30
"92",105950,20,9175.62724014337,1996-09-26
"93",105953,8,1150.5376344086,1996-07-09
"94",105954,14,5749.10394265233,1996-08-30
"95",105963,22,2164.87455197133,1996-07-03
"96",105964,16,7025.08960573477,1996-07-03
"97",105968,4,34645.1612903226,1996-07-17
"98",105970,12,12774.1935483871,1996-08-28
"99",105971,16,9448.02867383512,1996-07-15
"100",105975,21,1405.01792114695,1997-02-04
"101",105978,16,7397.84946236559,1996-07-18
"102",105979,22,5562.72401433692,1996-08-29
"103",105980,9,5677.41935483871,1996-07-18
"104",105981,14,4702.50896057348,1996-08-29
"105",105983,13,2516.12903225806,1996-07-10
"106",105985,8,10774.1935483871,1996-08-27
"107",105987,10,12473.1182795699,1996-07-16
"108",105988,10,1315.41218637993,1997-05-09
"109",106709,13,483.870967741935,1998-06-17
"110",106714,18,3989.24731182796,1998-06-17
"111",108776,37,7378.73357228196,1998-09-15
"112",108777,24,1172.04301075269,1998-08-10
"113",108778,22,3452.32974910394,1998-08-06
"114",108779,28,1572.28195937873,1998-08-10
"115",108780,23,7498.67569259557,1998-08-13
"116",108781,29,2222.22222222222,1998-08-11
"117",108783,25,4372.75985663082,1998-08-06
"118",108785,19,4060.21505376344,1998-08-04
"119",108788,20,7429.88050275525,1998-07-23
"120",108793,26,1731.18279569892,1998-07-08
"121",108794,20,3173.23775388292,1998-07-08
"122",108795,25,3278.37514934289,1998-07-08
"123",108796,24,2315.41218637993,1998-07-02
"124",108800,29,1772.04301075269,1998-08-04
"125",108801,25,1766.3082437276,1998-08-11
"126",108803,19,11555.5555555556,1998-07-24
"127",108806,19,9261.64874551971,1997-10-01
"128",108807,19,9405.01792114695,1997-10-02
"129",108808,25,9261.64874551971,1997-10-03
"130",108854,24,8659.4982078853,1996-06-05
"131",108855,21,9978.49462365591,1996-06-05
"132",108856,26,16070.0595624226,1996-06-05
"133",108857,20,4548.38709677419,1997-07-25
"134",108859,24,21188.9184708205,1996-06-06
"135",108860,23,4960.57347670251,1997-07-15
"136",108875,17,4645.16129032258,1996-06-06
"137",108879,15,17318.9964157706,1996-10-08
"138",108880,20,4917.56272401434,1996-10-29
"139",108881,19,4473.11827956989,1997-08-26
"140",108885,26,4358.4229390681,1996-06-04
"141",108887,19,4544.80286738351,1997-08-08
"142",108888,11,6752.68817204301,1997-07-11
"143",108890,20,11561.2903225806,1996-06-05
"144",108893,23,8888.88888888889,1996-06-06
"145",108894,30,5189.96415770609,1997-07-15
"146",108930,30,19784.9462365591,1998-09-23
"147",108933,18,26838.7096774194,1998-10-08
"148",108934,24,22840.0030269884,1998-09-23
"149",108935,29,28645.1612903226,1998-09-09
"150",108940,15,31746.9678205657,1998-08-19
"151",108942,14,28817.2043010753,1998-09-15
"152",109096,9,11505.376344086,1998-05-26
"153",109125,15,3903.22580645161,1998-09-15
"154",109207,16,3060.34482758621,1998-08-19
"155",109209,22,7344.8275862069,1998-08-19
"156",109210,14,2637.93103448276,1998-08-19
"157",109211,17,5379.31034482759,1998-08-19
"158",109212,23,24758.6206896552,1998-08-25
"159",109213,24,7218.3908045977,1998-08-25
"160",109214,21,20896.5517241379,1998-08-25
"161",109215,19,13839.0804597701,1998-08-25
"162",109216,19,23517.2413793103,1998-08-25
"163",109217,18,21241.3793103448,1998-08-25
"164",109218,26,8344.8275862069,1998-10-26
"165",109219,18,5293.10344827586,1998-10-26
"166",109222,25,4303.44827586207,1998-08-27
"167",109224,25,18655.1724137931,1998-08-27
"168",109226,16,20965.5172413793,1998-08-27
"169",109227,20,4441.37931034483,1998-08-27
"170",109228,28,21586.2068965517,1998-09-09
"171",109229,28,5568.96551724138,1998-09-09
"172",109230,25,5775.86206896552,1998-09-09
"173",109253,20,4774.1935483871,1998-08-20
"174",109255,19,4559.13978494624,1998-08-20
"175",109256,19,3451.61290322581,1998-08-20
"176",109257,19,7311.82795698925,1998-08-20
"177",109258,26,7268.81720430108,1998-08-20
"178",109260,17,4645.16129032258,1998-08-20
"179",109261,18,6967.74193548387,1998-08-20
"180",109262,18,4616.48745519713,1998-08-20
"181",109269,21,4473.11827956989,1998-09-22
"182",109271,20,6752.68817204301,1998-09-22
"183",109272,11,4759.85663082437,1998-08-24
"184",109273,10,13978.4946236559,1998-08-24
"185",109278,17,13032.2580645161,1998-08-27
"186",109279,23,4874.55197132616,1998-08-27
"187",109283,24,3505.37634408602,1998-08-24
"188",109285,25,7311.82795698925,1998-08-04
"189",109287,35,4372.75985663082,1998-08-04
"190",109288,31,9978.49462365591,1998-08-04
"191",109290,30,13935.4838709677,1998-10-13
"192",109291,28,4587.81362007168,1998-10-13
"193",109292,28,14967.7419354839,1998-10-13
"194",109293,28,6602.15053763441,1998-10-13
"195",109294,30,10609.3189964158,1997-10-16
"196",109295,30,26494.623655914,1998-10-13
"197",109296,27,26322.5806451613,1998-10-13
"198",109297,31,14795.6989247312,1998-10-13
"199",109298,28,27182.7956989247,1998-10-13
"200",109299,29,21297.4910394265,1997-10-15
"201",109300,27,7354.83870967742,1998-10-13
"202",109301,28,26666.6666666667,1998-10-13
"203",109302,26,28989.247311828,1998-10-13
"204",109303,26,15139.7849462366,1998-10-13
"205",109304,25,17433.6917562724,1997-10-15
"206",109305,23,27870.9677419355,1998-10-13
"207",109306,29,13591.3978494624,1998-10-13
"208",109307,27,27354.8387096774,1998-10-13
"209",109308,30,13591.3978494624,1998-10-13
"210",109309,32,11670.2508960573,1997-10-15
"211",109310,25,13949.8207885305,1997-10-16
"212",109311,32,20788.5304659498,1997-10-16
"213",110167,28,3903.22580645161,1999-06-13
"214",110169,20,4268.81720430108,1999-06-15
"215",110171,25,1758.06451612903,1999-06-14
"216",110175,17,4032.25806451613,1999-06-15
"217",110177,25,1179.72350230415,1999-06-13
"218",110179,22,1179.21146953405,1999-06-15
"219",110189,14,1436.55913978495,1999-06-11
"220",110351,27,769.414575866189,1999-05-12
"221",110352,24,1715.05376344086,1999-05-10
"222",110353,23,511.520737327189,1999-05-11
"223",110443,17,1129.03225806452,1999-07-20
"224",110444,14,1584.229390681,1999-07-20
"225",110529,19,11620.6896551724,1999-07-14
"226",110530,21,14344.8275862069,1999-07-14
"227",110531,16,9517.24137931034,1999-07-14
"228",110532,13,3206.89655172414,1999-07-13
"229",110533,7,31793.1034482759,1999-07-13
"230",110534,9,17172.4137931034,1999-07-13
"231",110536,21,9489.65517241379,1999-07-29
"232",110537,24,9379.31034482759,1999-07-29
"233",110538,26,7126.4367816092,1999-06-30
"234",110539,26,5396.55172413793,1999-06-30
"235",110540,20,7517.24137931034,1999-06-30
"236",110541,19,11724.1379310345,1999-06-29
"237",110542,20,3172.41379310345,1999-06-29
"238",110543,24,7310.34482758621,1999-06-29
"239",110547,26,3879.31034482759,1999-08-30
"240",110548,31,3563.2183908046,1999-08-30
"241",110549,21,7103.44827586207,1999-08-31
"242",110550,20,5379.31034482759,1999-08-31
"243",110551,23,4459.77011494253,1999-08-31
"244",110552,22,11620.6896551724,1999-07-29
"245",110553,23,19000,1999-07-29
"246",110554,20,11137.9310344828,1999-07-29
"247",110555,10,42344.8275862069,1999-07-07
"248",110557,28,11000,1999-08-31
"249",110558,29,14517.2413793103,1999-08-31
"250",110559,22,13238.353400996,1999-08-31
"251",110560,23,5379.31034482759,1999-08-31
"252",110561,14,19635.0960795994,1999-08-31
"253",110565,27,3551.72413793103,1999-06-23
"254",110566,24,3051.72413793103,1999-06-23
"255",110567,23,4011.49425287356,1999-06-23
"256",110572,30,22551.724137931,1999-09-02
"257",110573,28,24275.8620689655,1999-09-02
"258",110574,24,22227.3700002206,1999-09-02
"259",110575,15,18301.0752688172,1999-08-26
"260",110576,14,17333.3333333333,1999-08-26
"261",110577,9,24301.0752688172,1999-08-26
"262",110578,18,6537.63440860215,1999-08-26
"263",110579,9,14107.5268817204,1999-08-26
"264",110580,15,15096.7741935484,1999-08-26
"265",110581,11,43956.9892473118,1999-08-26
"266",110582,14,38261.6487455197,1999-08-26
"267",110583,10,15655.9139784946,1999-08-26
"268",110585,14,8043.01075268817,1999-08-26
"269",110587,6,14666.6666666667,1999-08-26
"270",110588,13,31810.0358422939,1999-08-26
"271",110589,13,13677.4193548387,1999-08-26
"272",110590,10,34229.3906810036,1999-08-26
"273",110592,8,14924.7311827957,1999-08-26
"274",110593,12,31225.8064516129,1999-08-26
"275",110594,13,6989.24731182796,1999-08-26
"276",110595,13,8967.74193548387,1999-08-26
"277",110596,13,13419.3548387097,1999-08-26
"278",110597,13,13677.4193548387,1999-08-26
"279",110598,13,15698.9247311828,1999-08-26
"280",110599,13,21161.2903225806,1999-08-26
"281",110600,12,7096.77419354839,1999-08-26
"282",110601,14,4763.44086021505,1999-08-26
"283",110602,13,11440.8602150538,1999-08-26
"284",110603,16,8989.24731182796,1999-08-26
"285",110604,14,13698.9247311828,1999-08-26
"286",110605,18,13419.3548387097,1999-08-26
"287",110607,12,3967.74193548387,1999-08-26
"288",110608,15,3698.9247311828,1999-08-26
"289",110609,18,4258.06451612903,1999-08-26
"290",110610,14,6946.23655913978,1999-08-26
"291",110611,15,7204.30107526882,1999-08-26
"292",110612,14,6559.13978494624,1999-08-26
"293",110613,16,8559.13978494624,1999-08-26
"294",110614,16,21419.3548387097,1999-08-26
"295",110636,21,1645.16129032258,1999-05-21
"296",110638,22,1860.21505376344,1999-09-13
"297",110640,16,1935.48387096774,1999-05-24
"298",110642,27,1034.94623655914,1999-09-14
"299",110644,23,981.182795698925,1999-05-24
"300",110648,29,951.612903225806,1999-05-24
"301",110650,31,630.824372759857,1999-09-13
"302",110855,29,419.354838709677,1999-05-22
"303",110873,10,1795.69892473118,1999-05-27
"304",110876,17,1005.37634408602,1999-05-28
"305",110879,16,670.250896057348,1999-05-29
"306",110881,16,895.161290322581,1999-05-30
"307",110978,13,930.10752688172,1999-06-22
"308",110980,17,580.645161290323,1999-06-22
"309",110984,19,518.817204301075,1999-06-23
"310",110999,25,812.903225806452,1999-06-26
"311",111001,19,497.695852534562,1999-06-26
"312",111003,25,428.763440860215,1999-06-26
"313",111005,23,645.161290322581,1999-06-27
"314",111194,10,6236.55913978495,2000-01-03
"315",111196,10,1985.66308243728,2000-01-02
"316",111199,13,1146.95340501792,2000-01-05
"317",111382,15,1292.47311827957,2000-02-19
"318",111384,9,820.276497695853,2000-02-19
"319",111386,15,6408.60215053763,2000-02-19
"320",111388,8,1405.91397849462,2000-02-21
"321",111645,29,6129.03225806452,1999-07-23
"322",111771,26,654.569892473118,2000-01-12
"323",111772,22,654.569892473118,2000-02-24
"324",111777,28,6279.56989247312,2000-03-17
"325",111778,25,5516.12903225806,2000-01-14
"326",111779,25,1784.94623655914,2000-02-24
"327",111780,35,2844.08602150538,2000-03-17
"328",111781,25,550.179211469534,2000-01-14
"329",111782,19,2125.44802867384,2000-02-24
"330",111783,28,2305.37634408602,2000-03-17
"331",111784,26,1910.39426523297,2000-01-12
"332",111786,26,1408.60215053763,2000-03-17
"333",111787,17,1569.89247311828,2000-01-14
"334",111788,22,5354.83870967742,2000-02-24
"335",111790,26,6301.0752688172,2000-03-17
"336",111795,26,2035.84229390681,2000-02-24
"337",111796,29,2887.09677419355,2000-03-17
"338",111797,26,834.677419354839,2000-01-14
"339",111798,24,2854.83870967742,2000-02-24
"340",111799,24,2806.45161290323,2000-03-17
"341",111800,21,2516.12903225806,2000-01-14
"342",111802,28,2795.69892473118,2000-03-17
"343",111803,26,2876.34408602151,2000-01-14
"344",111805,30,1970.38788492935,2000-03-17
"345",111819,8,964.15770609319,2000-04-04
"346",111823,11,5860.21505376344,2000-04-03
"347",111833,16,1006.84261974585,2000-03-31
"348",111837,10,5634.40860215054,2000-03-28
"349",111843,14,3155.91397849462,2000-03-28
"350",111853,28,5451.61290322581,2000-03-27
"351",111856,29,8602.15053763441,1999-07-09
"352",111857,25,10054.9581839904,1999-07-09
"353",111858,21,11806.4516129032,1999-08-05
"354",111859,25,10303.4647550777,1999-08-05
"355",111860,21,11139.7849462366,1999-08-05
"356",111861,21,9921.14695340502,1999-09-07
"357",111862,22,32086.0215053763,1999-09-07
"358",111863,24,18477.4193548387,1999-09-07
"359",111864,20,16516.1290322581,1999-07-09
"360",111865,21,17849.4623655914,1999-07-09
"361",111866,22,21505.376344086,1999-07-09
"362",111867,18,11969.2780337942,1999-08-05
"363",111868,20,44817.2043010753,1999-08-05
"364",111869,17,35704.7035271294,1999-08-05
"365",111870,18,55139.7849462366,1999-09-07
"366",111872,22,44731.1827956989,1999-09-07
"367",111876,18,10299.6254681648,1999-08-04
"368",111877,17,5096.77419354839,1999-08-04
"369",111878,20,9419.35483870968,1999-08-04
"370",111879,23,17161.2903225806,1999-09-08
"371",111880,25,6564.10256410256,1999-09-08
"372",111881,26,19830.3155949658,1999-09-08
"373",111883,25,3268.81720430107,1999-07-12
"374",111884,24,4870.96774193548,1999-07-12
"375",111886,27,3935.48387096774,1999-08-05
"376",111887,24,13648.7455197133,1999-08-05
"377",111888,22,11892.4731182796,1999-09-08
"378",111889,22,7752.68817204301,1999-09-08
"379",111890,22,15053.7634408602,1999-09-08
"380",111891,18,4903.22580645161,1999-07-19
"381",111892,16,18718.2795698925,1999-07-19
"382",111893,17,35291.9323880874,1999-07-19
"383",111895,19,16258.064516129,1999-08-06
"384",111896,23,6881.72043010753,1999-08-06
"385",111897,24,9677.41935483871,1999-09-03
"386",111898,23,7025.08960573477,1999-09-03
"387",111899,25,10021.5053763441,1999-09-03
"388",111900,24,23250.2001041812,1999-07-09
"389",111901,22,42236.5591397849,1999-07-09
"390",111902,23,19067.8382575534,1999-07-09
"391",111903,14,29075.2688172043,1999-08-05
"392",111904,17,41634.4086021505,1999-08-05
"393",111905,18,15109.5072540304,1999-08-05
"394",111906,22,22537.6344086021,1999-09-07
"395",111907,22,10752.688172043,1999-09-07
"396",111908,21,19905.4304267649,1999-09-07
"397",111910,18,27813.6200716846,1999-07-09
"398",111911,20,24621.1004305007,1999-07-09
"399",111912,12,29994.7027703823,1999-08-06
"400",111914,11,39156.3040119916,1999-08-06
"401",111916,21,31254.4802867384,1999-09-03
"402",111917,21,11225.8064516129,1999-09-03
"403",111918,18,11698.9247311828,1999-07-09
"404",111919,17,14451.6129032258,1999-07-09
"405",111920,20,7301.0752688172,1999-07-09
"406",111921,18,5000,1999-08-04
"407",111923,19,5870.96774193548,1999-08-04
"408",111924,14,19520.0080082084,1999-08-31
"409",111925,19,30947.6172089812,1999-08-31
"410",111926,20,19406.6979442675,1999-08-31
"411",111928,20,21634.4086021505,1999-07-12
"412",111929,22,19188.9422764507,1999-07-12
"413",111930,18,5665.13056835638,1999-08-03
"414",111931,18,20903.2258064516,1999-08-03
"415",111932,22,5677.41935483871,1999-08-03
"416",111933,16,16068.8172043011,1999-08-31
"417",111934,15,11928.3154121864,1999-08-31
"418",111935,13,39569.8924731183,1999-08-31
"419",112310,23,44129.0322580645,1999-08-09
"420",112311,21,44903.2258064516,1999-08-09
"421",112312,25,33027.4540711967,1999-08-09
"422",112313,29,43526.8817204301,1999-08-09
"423",112314,25,28845.8781362007,1999-08-09
"424",112315,31,8739.78494623656,1999-08-09
"425",112806,26,9102.22222222222,1999-05-10
"426",112812,27,3706.66666666667,1998-11-03
"427",112813,25,6986.66666666667,1998-11-03
"428",112815,31,3939.04761904762,1998-11-04
"429",112819,28,6840,1998-11-05
"430",112821,22,14080,1998-11-05
"431",112824,22,10083.3818111305,1998-11-15
"432",112832,18,7584.14997869621,1998-11-05
"433",112833,22,12054.3917677325,1998-11-03
"434",112834,22,6840,1998-11-03
"435",112835,24,8240,1998-11-03
"436",112836,10,16320,1998-11-03
"437",112837,15,10791.1111111111,1998-11-05
"438",112838,19,14133.3333333333,1998-11-05
"439",112841,20,18021.3089802131,1999-04-07
"440",112842,24,16179.1590493601,1999-04-08
"441",112845,34,6893.33333333333,1999-04-06
"442",112846,25,11446.9453376206,1999-04-06
"443",112847,24,16361.9744058501,1999-04-06
"444",112850,28,2709.15994709672,1999-04-01
"445",112851,22,9048.88888888889,1999-03-31
"446",112856,14,14746.6666666667,1999-04-01
"447",112857,25,6375.16293399692,1999-04-01
"448",112861,29,10151.1111111111,1999-11-03
"449",112863,25,2613.33333333333,1999-10-28
"450",112864,19,2968.88888888889,1999-10-28
"451",112865,30,3726.66666666667,1999-10-28
"452",112868,27,8266.66666666667,1999-11-02
"453",112869,17,15493.3333333333,1999-11-02
"454",112870,27,2084.50704225352,1999-11-02
"455",112871,24,14186.6666666667,1999-10-26
"456",112874,28,9191.11111111111,1999-10-26
"457",112875,25,7600,1999-11-05
"458",112876,16,6229.33333333333,1999-10-28
"459",112879,31,16480,1999-11-05
"460",112880,29,5516.77331782044,1999-11-05
"461",112882,31,1670,1999-11-04
"462",113610,28,5473.11827956989,2000-04-13
"463",113612,35,1569.89247311828,2000-04-13
"464",113613,30,2930.10752688172,2000-04-13
"465",113614,29,3112.90322580645,2000-04-13
"466",113615,18,3956.98924731183,2000-04-14
"467",113617,23,4293.90681003584,2000-04-14
"468",113618,25,3567.02297189265,2000-04-14
"469",113619,28,4071.68458781362,2000-04-14
"470",113621,32,1283.87096774194,2000-05-15
"471",113623,32,2946.23655913979,2000-05-15
"472",113624,30,2211.46953405018,2000-05-15
"473",113626,23,1820.78853046595,2000-05-14
"474",113627,27,584.677419354839,2000-05-14
"475",113629,34,409.94623655914,2000-05-14
"476",113630,30,1440.86021505376,2000-05-14
"477",113631,20,1996.41577060932,2000-05-14
"478",113632,37,685.483870967742,2000-06-11
"479",113633,26,1129.03225806452,2000-06-11
"480",113635,13,1446.23655913978,2000-06-11
"481",113636,18,3734.76702508961,2000-06-11
"482",113637,21,1881.72043010753,2000-06-11
"483",113638,18,1960.57347670251,2000-06-14
"484",113639,27,6150.5376344086,2000-06-14
"485",113640,23,1296.77419354839,2000-06-14
"486",113642,16,1232.25806451613,2000-06-14
"487",113643,34,9413.79310344828,1999-08-31
"488",113644,24,35793.1034482759,1999-08-31
"489",113645,28,7972.41379310345,1999-07-28
"490",113646,22,10224.1379310345,1999-07-28
"491",113647,22,11075.5599310854,1999-07-28
"492",113648,23,4577.58620689655,1999-07-28
"493",113649,27,9966.75297163705,1999-07-28
"494",113650,28,11051.724137931,1999-07-28
"495",113654,26,9891.62561576355,1999-07-29
"496",113655,23,9448.27586206897,1999-07-29
"497",113656,25,13554.3766578249,1999-07-29
"498",113657,17,21078.9258021812,1999-07-29
"499",113658,23,14648.275862069,1999-07-29
"500",113659,31,17008.4705247803,1999-07-29
"501",113660,25,5896.55172413793,1999-08-25
"502",113661,25,3801.72413793103,1999-08-25
"503",113663,20,4275.86206896552,1999-08-24
"504",113664,19,5211.82266009852,1999-08-24
"505",113665,23,6934.16927899686,1999-08-24
"506",113670,24,4413.79310344828,1999-08-25
"507",113672,25,4568.96551724138,1999-08-25
"508",113673,24,7020.68965517241,1999-08-25
"509",113674,19,7241.37931034483,1999-08-25
"510",113675,26,3838.70967741936,1999-05-05
"511",113678,23,4096.77419354839,1999-05-05
"512",113679,23,11032.2580645161,1999-05-05
"513",113680,31,7526.88172043011,1999-05-05
"514",113681,30,5150.5376344086,1999-05-05
"515",113682,29,6010.75268817204,1999-05-05
"516",113683,32,6746.54377880184,1999-05-05
"517",113684,25,5989.24731182796,1999-05-05
"518",113685,29,4225.8064516129,1999-05-05
"519",113686,23,7424.31761786601,1999-05-05
"520",113687,33,4860.21505376344,1999-05-05
"521",113688,22,8125.85067499254,1999-05-05
"522",113689,26,4064.51612903226,1999-05-05
"523",113690,29,11505.376344086,1999-05-05
"524",113977,29,2817.20430107527,2000-06-29
"525",113978,15,1686.63594470046,2000-07-06
"526",113979,18,1297.49103942652,2000-07-06
"527",113982,25,2503.22580645161,2000-07-08
"528",113984,17,1626.34408602151,2000-07-09
"529",113986,21,2709.67741935484,2000-07-10
"530",113988,28,1105.37634408602,2000-07-10
"531",113990,25,6873.5848501779,2000-07-11
"532",113991,29,1590.89479972332,2000-07-12
"533",113992,32,2400,2000-07-12
"534",113993,34,3637.85994168034,2000-07-18
"535",113994,32,1347.63242261753,2000-07-19
"536",113995,22,3344.08602150538,2000-07-20
"537",113996,15,2129.53629032258,2000-07-20
"538",114002,22,2408.60215053763,2000-07-23
"539",114008,34,4278.57891379625,2000-08-01
"540",114009,26,4279.56989247312,2000-08-02
"541",114012,32,3268.07021682294,2000-08-07
"542",114014,32,1548.38709677419,2000-08-07
"543",114016,32,989.247311827957,2000-08-09
"544",114017,30,908.602150537634,2000-08-09
"545",114018,35,864.758261345435,2000-08-10
"546",114020,19,1368.27956989247,2000-07-01
"547",114030,10,2967.74193548387,2000-05-26
"548",114036,29,940.860215053763,2000-05-23
"549",114042,19,1112.90322580645,2000-05-25
"550",114061,24,1438.17204301075,2000-07-01
"551",114070,20,5569.89247311828,2000-07-04
"552",114077,13,463.709677419355,2000-07-05
"553",114090,21,1360.21505376344,2000-09-12
"554",114093,21,5548.38709677419,2000-09-12
"555",114110,15,1338.70967741935,2000-09-14
"556",114112,21,626.344086021505,2000-09-14
"557",114114,23,2322.58064516129,2000-09-14
"558",114139,22,1532.25806451613,2000-07-13
"559",114140,30,2003.58422939068,2000-07-13
"560",114143,28,1985.66308243728,2000-07-13
"561",114144,17,518.817204301075,2000-07-13
"562",114146,19,1860.21505376344,2000-07-13
"563",114147,27,5376.34408602151,2000-07-13
"564",114148,25,5827.95698924731,2000-07-13
"565",114151,20,2854.83870967742,2000-08-13
"566",114154,22,3005.37634408602,2000-08-13
"567",114155,17,3827.95698924731,2000-08-13
"568",114156,25,740.591397849462,2000-08-17
"569",114157,21,1290.32258064516,2000-08-17
"570",114158,27,1967.74193548387,2000-08-17
"571",114159,25,2197.84946236559,2000-08-17
"572",114160,19,3827.95698924731,2000-08-17
"573",114161,16,2876.34408602151,2000-09-14
"574",114162,22,5473.11827956989,2000-09-14
"575",114164,22,2881.72043010753,2000-09-14
"576",114165,22,4592.07892184178,2000-09-14
"577",114167,31,6799.8052662772,2000-09-14
"578",114169,29,1716.84175359145,2000-09-14
"579",114170,23,3000,2000-09-14
"580",114171,27,1419.35483870968,2000-09-14
"581",114193,23,5321.99100112486,2000-08-30
"582",114194,21,2385.10762070971,2000-08-30
"583",114195,28,2831.42857142857,2000-08-30
"584",114196,35,3694.36388853865,2000-08-30
"585",114197,21,3524.45279569346,2000-08-30
"586",114334,26,5505.37634408602,2000-10-16
"587",114335,23,2369.89247311828,2000-10-16
"588",114336,30,3107.91221696209,2000-10-16
"589",114338,17,553.763440860215,2000-10-16
"590",114339,32,1227.15053763441,2000-10-17
"591",114342,28,4167.52675661644,2000-10-17
"592",114343,26,3806.45161290323,2000-10-17
"593",114344,35,6139.78494623656,2000-10-17
"594",114345,27,3827.95698924731,2000-11-16
"595",114347,31,3169.78239075308,2000-11-16
"596",114348,20,5946.23655913978,2000-11-16
"597",114349,17,3260.21505376344,2000-11-16
"598",114350,32,647.849462365591,2000-11-17
"599",114351,26,2870.96774193548,2000-11-17
"600",114353,34,3102.20951033005,2000-11-17
"601",114355,19,2189.24731182796,2000-11-17
"602",114357,23,5612.90322580645,2000-12-13
"603",114358,31,4815.66328882285,2000-12-13
"604",114359,24,2806.45161290323,2000-12-13
"605",114360,17,1360.70381231672,2000-12-13
"606",114361,28,830.645161290323,2000-12-19
"607",114362,37,6400.99467279983,2000-12-19
"608",114364,28,3964.23276848881,2000-12-19
"609",114365,28,712.365591397849,2000-12-19
"610",114367,28,866.832092638544,2001-02-22
"611",114391,17,1890,2000-09-15
"612",114412,26,7921.99878123096,2000-03-15
